2025_03_02_T18:07:22 -  finished initateHouses in 0.08844900131225586 seconds
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 24

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68159
Household wealth = 15289.698164606221
Household age = 35
Household size = 4
Household houses = House[]
Household percentile = 41
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68160
Household wealth = 17709.30161685465
Household age = 42
Household size = 4
Household houses = House[]
Household percentile = 82
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68161
Household wealth = 21344.064011279224
Household age = 35
Household size = 4
Household houses = House[]
Household percentile = 3
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68162
Household wealth = 20027.688349160853
Household age = 30
Household size = 4
Household houses = House[]
Household percentile = 47
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68163
Household wealth = 21134.06063450747
Household age = 35
Household size = 4
Household houses = House[]
Household percentile = 41
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 14

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68164
Household wealth = 19893.287868789463
Household age = 41
Household size = 4
Household houses = House[]
Household percentile = 87
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68165
Household wealth = 39955.740655508394
Household age = 49
Household size = 4
Household houses = House[]
Household percentile = 85
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68166
Household wealth = 24587.82323752253
Household age = 40
Household size = 4
Household houses = House[]
Household percentile = 42
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68167
Household wealth = 32047.125894628138
Household age = 65
Household size = 4
Household houses = House[]
Household percentile = 58
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68168
Household wealth = 48752.7011127951
Household age = 65
Household size = 4
Household houses = House[]
Household percentile = 54
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 22

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68169
Household wealth = 34800.79781970854
Household age = 64
Household size = 4
Household houses = House[]
Household percentile = 35
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68170
Household wealth = 30279.53250352876
Household age = 61
Household size = 4
Household houses = House[]
Household percentile = 28
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 3

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68171
Household wealth = 45928.35837369383
Household age = 75
Household size = 4
Household houses = House[]
Household percentile = 80
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 4

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68172
Household wealth = 29719.88892709615
Household age = 77
Household size = 4
Household houses = House[]
Household percentile = 11
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 22

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68173
Household wealth = 76380.65950211223
Household age = 91
Household size = 4
Household houses = House[]
Household percentile = 77
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68174
Household wealth = 25760.058741435023
Household age = 70
Household size = 4
Household houses = House[]
Household percentile = 69
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 22

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68175
Household wealth = 45176.200072265216
Household age = 69
Household size = 4
Household houses = House[]
Household percentile = 83
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68176
Household wealth = 40984.968838632
Household age = 76
Household size = 4
Household houses = House[]
Household percentile = 59
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68177
Household wealth = 14626.913984939989
Household age = 26
Household size = 4
Household houses = House[]
Household percentile = 31
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68178
Household wealth = 7003.090904733136
Household age = 22
Household size = 4
Household houses = House[]
Household percentile = 61
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68179
Household wealth = 16371.21963474521
Household age = 31
Household size = 4
Household houses = House[]
Household percentile = 13
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68180
Household wealth = 12222.822723188197
Household age = 35
Household size = 4
Household houses = House[]
Household percentile = 71
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 4

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68181
Household wealth = 34691.927135072685
Household age = 44
Household size = 4
Household houses = House[]
Household percentile = 100
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 3

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68182
Household wealth = 15116.437704298902
Household age = 24
Household size = 4
Household houses = House[]
Household percentile = 26
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68183
Household wealth = 31126.202110463324
Household age = 55
Household size = 4
Household houses = House[]
Household percentile = 14
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 22

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68184
Household wealth = 21968.391833405658
Household age = 47
Household size = 4
Household houses = House[]
Household percentile = 42
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68185
Household wealth = 33613.942091037345
Household age = 63
Household size = 4
Household houses = House[]
Household percentile = 56
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68186
Household wealth = 53766.49764364491
Household age = 70
Household size = 4
Household houses = House[]
Household percentile = 66
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68187
Household wealth = 24427.1496944386
Household age = 75
Household size = 4
Household houses = House[]
Household percentile = 76
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68188
Household wealth = 25261.623084620278
Household age = 63
Household size = 4
Household houses = House[]
Household percentile = 49
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 17

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68189
Household wealth = 55735.03940190755
Household age = 91
Household size = 4
Household houses = House[]
Household percentile = 43
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68190
Household wealth = 13399.519937642533
Household age = 26
Household size = 4
Household houses = House[]
Household percentile = 72
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68191
Household wealth = 18002.508195831848
Household age = 38
Household size = 4
Household houses = House[]
Household percentile = 27
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 12

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68192
Household wealth = 14867.040881026856
Household age = 24
Household size = 4
Household houses = House[]
Household percentile = 93
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68193
Household wealth = 22318.069810083027
Household age = 58
Household size = 4
Household houses = House[]
Household percentile = 46
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 16

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68194
Household wealth = 58477.19635467479
Household age = 71
Household size = 4
Household houses = House[]
Household percentile = 39
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68195
Household wealth = 15549.501550454686
Household age = 28
Household size = 4
Household houses = House[]
Household percentile = 72
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68196
Household wealth = 43845.611784852044
Household age = 56
Household size = 4
Household houses = House[]
Household percentile = 68
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68197
Household wealth = 25945.42550180448
Household age = 63
Household size = 4
Household houses = House[]
Household percentile = 89
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 5

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68198
Household wealth = 41466.84787541456
Household age = 75
Household size = 4
Household houses = House[]
Household percentile = 5
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68199
Household wealth = 29185.13895106874
Household age = 90
Household size = 4
Household houses = House[]
Household percentile = 42
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68200
Household wealth = 24610.620067754404
Household age = 57
Household size = 4
Household houses = House[]
Household percentile = 21
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68201
Household wealth = 17521.275715889202
Household age = 37
Household size = 4
Household houses = House[]
Household percentile = 46
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68202
Household wealth = 33216.65453842543
Household age = 44
Household size = 4
Household houses = House[]
Household percentile = 32
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68203
Household wealth = 20145.341732488367
Household age = 45
Household size = 4
Household houses = House[]
Household percentile = 96
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68204
Household wealth = 19055.55962279984
Household age = 34
Household size = 4
Household houses = House[]
Household percentile = 13
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68205
Household wealth = 29443.957902539605
Household age = 44
Household size = 4
Household houses = House[]
Household percentile = 3
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68206
Household wealth = 49289.91952730312
Household age = 65
Household size = 4
Household houses = House[]
Household percentile = 85
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68207
Household wealth = 26467.481051020237
Household age = 50
Household size = 4
Household houses = House[]
Household percentile = 57
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 4

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68208
Household wealth = 29330.182009946097
Household age = 50
Household size = 4
Household houses = House[]
Household percentile = 46
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 12

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68209
Household wealth = 34702.385571876344
Household age = 80
Household size = 4
Household houses = House[]
Household percentile = 95
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68210
Household wealth = 34357.88719064477
Household age = 64
Household size = 4
Household houses = House[]
Household percentile = 93
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68211
Household wealth = 43806.11332528828
Household age = 83
Household size = 4
Household houses = House[]
Household percentile = 5
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68212
Household wealth = 21114.800529252203
Household age = 91
Household size = 4
Household houses = House[]
Household percentile = 36
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 5

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68213
Household wealth = 45109.64325513186
Household age = 83
Household size = 4
Household houses = House[]
Household percentile = 4
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68214
Household wealth = 60140.70716194426
Household age = 96
Household size = 4
Household houses = House[]
Household percentile = 43
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 3

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68215
Household wealth = 85908.35628796501
Household age = 99
Household size = 4
Household houses = House[]
Household percentile = 1
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 3

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68216
Household wealth = 53827.20227739301
Household age = 84
Household size = 4
Household houses = House[]
Household percentile = 36
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68217
Household wealth = 31833.375937024066
Household age = 44
Household size = 4
Household houses = House[]
Household percentile = 52
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 3

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68218
Household wealth = 23478.609326228103
Household age = 44
Household size = 4
Household houses = House[]
Household percentile = 26
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68219
Household wealth = 20032.14742472069
Household age = 57
Household size = 4
Household houses = House[]
Household percentile = 65
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68220
Household wealth = 20335.69472970678
Household age = 40
Household size = 4
Household houses = House[]
Household percentile = 82
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68221
Household wealth = 21394.750135128652
Household age = 43
Household size = 4
Household houses = House[]
Household percentile = 15
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68222
Household wealth = 25240.167093131673
Household age = 60
Household size = 4
Household houses = House[]
Household percentile = 45
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 5

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68223
Household wealth = 16618.579953827917
Household age = 40
Household size = 4
Household houses = House[]
Household percentile = 71
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68224
Household wealth = 25109.484110301513
Household age = 43
Household size = 4
Household houses = House[]
Household percentile = 72
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 4

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68225
Household wealth = 34983.29214982815
Household age = 48
Household size = 4
Household houses = House[]
Household percentile = 58
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68226
Household wealth = 57722.926008236675
Household age = 75
Household size = 4
Household houses = House[]
Household percentile = 75
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 10

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68227
Household wealth = 35115.63062439581
Household age = 67
Household size = 4
Household houses = House[]
Household percentile = 26
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68228
Household wealth = 53191.08183066738
Household age = 88
Household size = 4
Household houses = House[]
Household percentile = 95
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68229
Household wealth = 39735.86828927865
Household age = 75
Household size = 4
Household houses = House[]
Household percentile = 19
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 4

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68230
Household wealth = 46301.94308102552
Household age = 78
Household size = 4
Household houses = House[]
Household percentile = 99
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 5

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68231
Household wealth = 18117.615743524922
Household age = 38
Household size = 4
Household houses = House[]
Household percentile = 41
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 5

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68232
Household wealth = 19758.03664569178
Household age = 37
Household size = 4
Household houses = House[]
Household percentile = 48
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 12

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68233
Household wealth = 17084.511416635847
Household age = 50
Household size = 4
Household houses = House[]
Household percentile = 8
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 5

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68234
Household wealth = 13403.232695604995
Household age = 27
Household size = 4
Household houses = House[]
Household percentile = 8
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68235
Household wealth = 23746.01038571653
Household age = 39
Household size = 4
Household houses = House[]
Household percentile = 75
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68236
Household wealth = 17536.478666179803
Household age = 30
Household size = 4
Household houses = House[]
Household percentile = 69
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 5

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 68237
Household wealth = 16659.79822482023
Household age = 26
Household size = 4
Household houses = House[]
Household percentile = 67
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
